,transaction_id,customer_id,timestamp,home_country,source_currency,dest_currency,channel,amount_src,amount_usd,fee,exchange_rate_src_to_dest,device_id,new_device,ip_address,ip_country,location_mismatch,ip_risk_score,kyc_tier,account_age_days,device_trust_score,chargeback_history_count,risk_score_internal,txn_velocity_1h,txn_velocity_24h,corridor_risk,is_fraud,amount_dest,date_only,time_only,days_only,period_of_the_day,fee_bracket,ip_risk_score_bracket,device_trust_bucket
10,ff57e293-80cf-4e72-baa4-37011f79b0ff,70a93d26-8e3a-4179-900c-a4a7a74d08e5,2022-10-04 22:18:42.000,US,USD,NGN,MOBILE,187.84,187.84,3.14,1111.111111,8303b289-ab19-473d-986e-a358b73b47a4,False,224.70.29.217,US,False,0.318,ENHANCED,257,0.894,0,0.257,0,0,0.25,False,208711.11109023998,2022-10-04,1900-01-01 22:18:42,Tuesday,Late Night,no risk,no risk,no risk
11,43a11314-6420-4e23-b0a8-69d5f010da86,af8ca4c4-8703-4c55-b66c-2b76cd70040d,2022-10-04 22:54:28.000,US,USD,USD,MOBILE,9998.43,9998.43,151.63,1.0,4bb9533a-117f-455a-9e69-a484a77a7176,False,79.129.58.248,US,False,0.254,STANDARD,1018,0.934,0,0.087,0,0,0.0,False,9998.43,2022-10-04,1900-01-01 22:54:28,Tuesday,Late Night,no risk,no risk,high risk
12,2743f55c-3693-4219-a62c-5b3d22caf2c6,d71c91b4-fee8-4104-9856-a5c6109a62e3,2022-10-05 00:57:43.000,US,USD,CNY,WEB,171.86,171.86,2.96,7.142857,d9e1f739-eac3-4a99-9863-beb39ce9e9fb,False,212.97.193.174,US,False,0.109,STANDARD,298,0.336,0,0.166,0,0,0.0,False,1227.57140402,2022-10-05,1900-01-01 00:57:43,Wednesday,Night,no risk,no risk,no risk
13,293c5ffb-ea4a-4ddb-855d-b159d7faee37,7bd5200c-5d19-44f0-9afe-8b339a05366b,2022-10-05 13:34:02.000,US,USD,INR,ATM,87.81,87.81,2.4,83.333333,3c9c9dd3-91c1-4b39-a2f7-9c0df1d7b9b8,True,31.210.109.168,US,False,0.151,STANDARD,147,0.401,0,0.391,0,1,0.0,False,7317.499970729999,2022-10-05,1900-01-01 13:34:02,Wednesday,Day,no risk,no risk,no risk
14,d48dbfbf-2b25-47e0-8470-66e8996faa0f,70a93d26-8e3a-4179-900c-a4a7a74d08e5,2022-10-05 15:32:41.000,US,USD,CAD,WEB,9991.85,9991.85,151.39,1.351351,438a44cf-2f89-4c5e-861c-942cb1bed78c,False,15.50.13.82,US,False,0.423,ENHANCED,257,0.894,0,0.257,0,0,0.0,False,13502.49648935,2022-10-05,1900-01-01 15:32:41,Wednesday,Day,no risk,no risk,no risk
15,939c7f20-585e-4534-b346-2c879ac977d7,f7531a78-8bbe-4a85-b1e8-a0650edddc72,2022-10-05 17:13:30.000,US,USD,GBP,MOBILE,309.39,309.39,5.54,0.8,e240bdf3-bb1a-4d92-af94-8dd4b190ccd8,False,178.184.240.95,US,False,0.329,STANDARD,1016,0.944,0,0.247,0,0,0.0,False,247.512,2022-10-05,1900-01-01 17:13:30,Wednesday,Evening,no risk,no risk,high risk
16,0517c799-0f40-4d7c-b720-2f4969b2564f,6d0d9b27-fa26-45f8-93b1-2df29d182d9c,2022-10-05 19:41:37.000,US,USD,MXN,WEB,260.49,260.49,4.85,17.241379,4bcb0480-cfb2-4b4d-a41f-0471e01d47ec,False,12.81.186.104,US,False,0.316,ENHANCED,367,0.939,0,0.176,0,0,0.2,False,4491.206815709999,2022-10-05,1900-01-01 19:41:37,Wednesday,Evening,no risk,no risk,high risk
17,61d9b774-8426-4edc-bc73-272dbb254f60,af8ca4c4-8703-4c55-b66c-2b76cd70040d,2022-10-05 22:10:20.000,US,USD,GBP,MOBILE,87.5,87.5,2.31,0.8,ed016a0f-359e-49be-aadc-8fbc3a50844f,True,50.29.25.58,US,False,0.24,STANDARD,1018,0.784,0,0.087,0,0,0.0,False,70.0,2022-10-05,1900-01-01 22:10:20,Wednesday,Late Night,no risk,no risk,no risk
18,25f9e6ad-9036-4158-900d-dfdd51b05d1c,d71c91b4-fee8-4104-9856-a5c6109a62e3,2022-10-06 01:21:47.000,US,USD,NGN,MOBILE,254.76,254.76,4.75,1111.111111,2e4ee45b-aac1-4239-b30c-35757a3a041c,False,35.46.78.22,UK,True,0.448,STANDARD,298,0.336,0,0.166,0,0,0.25,False,283066.66663835995,2022-10-06,1900-01-01 01:21:47,Thursday,Night,no risk,no risk,no risk
19,af64ac0a-12ae-4742-b907-3c2ee82e1c0b,402cccc9-28de-45b3-9af7-cc5302aa1f93,2022-10-06 04:25:15.000,US,USD,CAD,MOBILE,326.05,326.05,5.85,1.351351,5f187e9b-8172-42dc-83ec-95fb3182346b,False,92.162.26.18,US,False,0.066,STANDARD,263,0.522,0,0.223,0,0,0.0,False,440.60799355,2022-10-06,1900-01-01 04:25:15,Thursday,Night,no risk,no risk,no risk
20,857dd214-d937-4ef4-9b0e-8a8a5ca04ee0,2557bd38-d411-4ad4-9ee3-2370333db5b4,2022-10-06 07:10:30.000,CA,CAD,NGN,ATM,293.42,217.13,5.81,822.222222,3ffce1a8-b344-4bef-a610-58fe99b5a0b9,True,111.241.62.47,CA,False,0.366,STANDARD,853,0.68,0,0.29,0,0,0.0,False,241256.44437924,2022-10-06,1900-01-01 07:10:30,Thursday,Day,no risk,no risk,no risk
21,ea2f7e46-714b-4c1d-ae81-f0bf0c47313b,6d0d9b27-fa26-45f8-93b1-2df29d182d9c,2022-10-06 07:38:34.000,US,USD,NGN,WEB,208.25,208.25,4.3,1111.111111,cc6601fa-635d-4cea-9fea-399ca48cc251,False,7.220.1.69,CA,True,0.29,ENHANCED,367,0.939,0,0.176,0,0,0.25,False,231388.88886575,2022-10-06,1900-01-01 07:38:34,Thursday,Day,no risk,no risk,high risk
22,fec2c143-ef9b-4274-b99f-713d1ed511b7,d71c91b4-fee8-4104-9856-a5c6109a62e3,2022-10-06 07:40:57.000,US,USD,NGN,WEB,121.71,121.71,3.06,1111.111111,82b5fc84-7382-4368-bf51-fed5b548d274,True,229.134.112.249,US,False,0.15,STANDARD,298,0.186,0,0.166,0,0,0.25,False,135233.33331981,2022-10-06,1900-01-01 07:40:57,Thursday,Day,no risk,no risk,no risk
23,c53f0b81-e21d-4c5e-81d6-baa0ad8c5d58,af8ca4c4-8703-4c55-b66c-2b76cd70040d,2022-10-06 08:10:10.000,US,USD,GBP,MOBILE,39.5,39.5,1.3,0.8,d4584a3c-72bd-44a5-8c5d-3de5a533182b,False,80.185.84.114,US,False,0.291,STANDARD,1018,0.934,0,0.087,0,0,0.0,False,31.6,2022-10-06,1900-01-01 08:10:10,Thursday,Day,no risk,no risk,high risk
24,8b701ec2-f0d3-432d-bb4b-7e1745bef34f,7bd5200c-5d19-44f0-9afe-8b339a05366b,2022-10-06 09:34:57.000,US,USD,USD,MOBILE,121.06,121.06,3.04,1.0,162dcfa8-d2e4-4449-9b0d-7d56fd981991,False,155.92.229.247,US,False,0.163,STANDARD,147,0.551,0,0.391,0,0,0.0,False,121.06,2022-10-06,1900-01-01 09:34:57,Thursday,Day,no risk,no risk,no risk
25,671f6c5a-3638-4f30-a7e7-9e7e05c972bc,402cccc9-28de-45b3-9af7-cc5302aa1f93,2022-10-06 10:06:36.000,US,USD,CAD,MOBILE,204.53,204.53,4.61,1.351351,d132ac87-0ed0-4d66-a467-4d16430bdc1d,False,97.24.196.237,US,False,0.194,STANDARD,263,0.522,0,0.223,0,0,0.0,False,276.39182003,2022-10-06,1900-01-01 10:06:36,Thursday,Day,no risk,no risk,no risk
26,cb118fb8-a30f-4e5b-b288-3975a35def8e,4dfeffe2-94ed-4fc3-b5bc-89c6f1e86dab,2022-10-06 11:15:12.000,CA,CAD,CNY,WEB,76.26,56.43,3.89,5.285714,b824504d-8710-4ba2-a1a1-86f4bb956224,False,64.18.229.205,CA,False,0.424,STANDARD,1041,0.867,0,0.245,0,0,0.0,False,403.08854964,2022-10-06,1900-01-01 11:15:12,Thursday,Day,no risk,no risk,no risk
27,dd3f2150-2bbd-4489-99b6-7b99c4f4f05c,924a7526-46e2-47d9-90ef-4dd432816253,2022-10-06 18:00:46.000,CA,CAD,MXN,MOBILE,149.15,110.37,3.63,12.758621,5af01b42-7422-4f18-98e3-359e03a2d295,False,196.195.2.252,CA,False,0.554,STANDARD,366,0.662,0,0.225,0,0,0.0,False,1902.94832215,2022-10-06,1900-01-01 18:00:46,Thursday,Evening,no risk,no risk,no risk
28,5e7cb574-cb06-456f-bb1b-428207cf0253,af8ca4c4-8703-4c55-b66c-2b76cd70040d,2022-10-06 19:02:12.000,US,USD,GBP,WEB,46.16,46.16,1.0,0.8,fe4a233a-f91e-4aac-b3a6-995f978d1ea3,False,177.2.167.24,US,False,0.41,STANDARD,1018,0.934,0,0.087,0,0,0.0,False,36.928,2022-10-06,1900-01-01 19:02:12,Thursday,Evening,no risk,no risk,high risk
29,62316f4f-c0d6-402e-89d1-9f20b692bef6,7bd5200c-5d19-44f0-9afe-8b339a05366b,2022-10-06 19:48:22.000,US,USD,NGN,MOBILE,97.81,97.81,3.11,1111.111111,fea688e8-fc0b-4eae-b389-fa62411aa613,False,166.177.79.241,US,False,0.647,STANDARD,147,0.551,0,0.391,0,0,0.25,False,108677.77776691,2022-10-06,1900-01-01 19:48:22,Thursday,Evening,no risk,no risk,no risk
30,051036ba-dbe3-4d60-9b81-5683d6ca4da7,f7531a78-8bbe-4a85-b1e8-a0650edddc72,2022-10-07 00:53:02.000,US,USD,CAD,MOBILE,150.59,150.59,3.38,1.351351,d7e2b666-f474-4232-b689-25a1a261cb60,False,68.123.191.159,CA,True,0.27,STANDARD,1016,0.944,0,0.247,0,0,0.0,False,203.49994709,2022-10-07,1900-01-01 00:53:02,Friday,Night,no risk,no risk,high risk
31,1823877a-cc28-4333-929a-5523a0d20120,402cccc9-28de-45b3-9af7-cc5302aa1f93,2022-10-07 08:31:21.000,US,USD,USD,MOBILE,232.66,232.66,4.31,1.0,33919fa4-5dbb-41b0-a895-ec15ab2c10f1,False,62.78.115.149,US,False,0.271,STANDARD,263,0.522,0,0.223,0,0,0.0,False,232.66,2022-10-07,1900-01-01 08:31:21,Friday,Day,no risk,no risk,no risk
32,e8650f06-b8f9-4465-9d23-7dc4c11e989b,402cccc9-28de-45b3-9af7-cc5302aa1f93,2022-10-07 08:48:11.000,US,USD,GBP,ATM,91.61,91.61,1.63,0.8,0e07b0ec-41c2-404d-9214-cc165fb9ea1d,False,12.65.50.23,US,False,0.537,STANDARD,263,0.522,0,0.223,0,0,0.0,False,73.288,2022-10-07,1900-01-01 08:48:11,Friday,Day,no risk,no risk,no risk
33,8fe20fa1-61c3-4eae-a3ed-160718e0b209,6d0d9b27-fa26-45f8-93b1-2df29d182d9c,2022-10-07 09:07:42.000,US,USD,USD,MOBILE,61.27,61.27,1.79,1.0,3deb41ac-8c17-4c96-b1e9-24c67ea0de90,False,218.149.36.208,US,False,0.223,ENHANCED,367,0.939,0,0.176,0,0,0.0,False,61.27,2022-10-07,1900-01-01 09:07:42,Friday,Day,no risk,no risk,high risk
34,028a1dc3-fc09-4c4e-a5a8-63e05aa01c60,c6d6f094-e982-46d2-8c1b-12d3af4a4bb9,2022-10-07 10:10:25.000,CA,CAD,CNY,WEB,146.2,108.19,2.67,5.285714,589a6f0a-9d8f-439b-acbe-306e18fd39f2,False,234.129.149.119,CA,False,0.258,STANDARD,172,0.881,0,0.199,0,0,0.0,False,772.7713867999998,2022-10-07,1900-01-01 10:10:25,Friday,Day,no risk,no risk,no risk
35,4a8a5f43-683e-4f80-9d7a-f4cdcb614dfc,7041b9c1-3719-4ca8-9a6b-811b47cea6c0,2022-10-07 11:46:35.000,UK,GBP,GBP,MOBILE,291.49,364.36,4.34,1.0,1be5f240-7bfe-45c1-a58d-624b05c0f83f,False,206.237.16.196,UK,False,0.064,STANDARD,4,0.892,0,0.407,0,0,0.0,False,291.49,2022-10-07,1900-01-01 11:46:35,Friday,Day,no risk,no risk,no risk
36,b125b83b-b613-427a-b145-cd1075f096cf,402cccc9-28de-45b3-9af7-cc5302aa1f93,2022-10-07 15:52:25.000,US,USD,EUR,MOBILE,307.68,307.68,5.25,0.925926,32a0bc21-a7f6-42ae-b05c-b5a3d1064a01,False,53.200.160.111,US,False,0.931,STANDARD,263,0.522,0,0.223,0,0,0.0,False,284.88891168000004,2022-10-07,1900-01-01 15:52:25,Friday,Day,no risk,high risk,no risk
37,4793bd44-98b0-465d-915a-bda5f479fe66,7041b9c1-3719-4ca8-9a6b-811b47cea6c0,2022-10-07 16:33:27.000,UK,GBP,PHP,WEB,93.99,117.49,2.15,73.529412,157a9d9a-4a9f-4dd8-af38-faa2abec7f1e,False,48.92.244.30,UK,False,0.197,STANDARD,4,0.892,0,0.407,0,0,0.0,False,6911.029433879999,2022-10-07,1900-01-01 16:33:27,Friday,Day,no risk,no risk,no risk
38,728173a7-40bb-4543-a0e6-cc4846aac077,7041b9c1-3719-4ca8-9a6b-811b47cea6c0,2022-10-08 00:05:48.000,UK,GBP,EUR,MOBILE,126.01,157.51,3.4,1.157407,e3b51fb0-e017-4684-b2f1-99cf68467520,False,180.160.210.98,UK,False,0.483,STANDARD,4,0.892,0,0.407,0,0,0.05,False,145.84485607000002,2022-10-08,1900-01-01 00:05:48,Saturday,Night,no risk,no risk,no risk
39,d36a0593-5a44-4174-a5ed-cc7317bc8524,6d0d9b27-fa26-45f8-93b1-2df29d182d9c,2022-10-08 00:57:57.000,US,USD,PHP,MOBILE,165.91,165.91,3.46,58.823529,afdb5305-32ba-43d8-857b-7240ba5b11a1,False,190.205.8.68,US,False,0.424,ENHANCED,367,0.939,0,0.176,0,0,0.1,False,9759.41169639,2022-10-08,1900-01-01 00:57:57,Saturday,Night,no risk,no risk,high risk
40,b15a08b2-a696-4d1c-af31-15e072649b4f,2557bd38-d411-4ad4-9ee3-2370333db5b4,2022-10-08 01:50:06.000,CA,CAD,GBP,ATM,115.49,85.46,3.2,0.592,11c1a739-b3c6-4f24-a2c3-fd7151bf18f7,False,42.26.120.218,CA,False,0.392,STANDARD,853,0.83,0,0.29,0,0,0.0,False,68.37007999999999,2022-10-08,1900-01-01 01:50:06,Saturday,Night,no risk,no risk,no risk
41,e4a98c21-e74d-4954-83f6-f758a1dfdc0e,7041b9c1-3719-4ca8-9a6b-811b47cea6c0,2022-10-08 03:10:02.000,UK,GBP,USD,WEB,46.51,58.14,1.72,1.25,e9691d75-9094-4ab8-8e4b-2c6d1b692eab,False,28.194.238.189,UK,False,0.368,STANDARD,4,0.892,0,0.407,0,1,0.0,False,58.137499999999996,2022-10-08,1900-01-01 03:10:02,Saturday,Night,no risk,no risk,no risk
42,6979021a-94d5-4834-a1dc-e35e2b4ce4db,f7531a78-8bbe-4a85-b1e8-a0650edddc72,2022-10-08 07:56:33.000,US,USD,EUR,MOBILE,179.75,179.75,3.7,0.925926,4edba70e-3d34-454d-9ce8-f835a19548a1,False,245.44.232.28,US,False,0.169,STANDARD,1016,0.944,0,0.247,0,0,0.0,False,166.4351985,2022-10-08,1900-01-01 07:56:33,Saturday,Day,no risk,no risk,high risk
43,f38d1c57-3dd4-433e-a3cd-c07f4ec25304,af8ca4c4-8703-4c55-b66c-2b76cd70040d,2022-10-08 08:19:24.000,US,USD,USD,WEB,254.28,254.28,4.22,1.0,ff15b1b0-c6a7-4bd1-8ba7-a892d37c8d02,True,56.105.104.32,US,False,0.378,STANDARD,1018,0.784,0,0.087,0,0,0.0,False,254.28,2022-10-08,1900-01-01 08:19:24,Saturday,Day,no risk,no risk,no risk
44,c9a639e1-2539-4901-b525-fd70ce0f7607,6d0d9b27-fa26-45f8-93b1-2df29d182d9c,2022-10-08 13:33:03.000,US,USD,USD,MOBILE,102.54,102.54,2.65,1.0,3c27e832-cb50-4fc5-b782-ec97f6a5d50c,False,220.126.156.148,UK,True,0.478,ENHANCED,367,0.939,0,0.176,0,0,0.0,False,102.54,2022-10-08,1900-01-01 13:33:03,Saturday,Day,no risk,no risk,high risk
45,af10ed77-e5e8-48b1-8111-ad48872985ac,7041b9c1-3719-4ca8-9a6b-811b47cea6c0,2022-10-08 14:19:34.000,UK,GBP,EUR,WEB,146.41,183.02,3.23,1.157407,6bd0a6a0-6b99-47de-8833-e05cd3c7a119,False,170.75.234.234,US,True,0.336,STANDARD,4,0.892,0,0.407,0,0,0.05,True,169.45595887000002,2022-10-08,1900-01-01 14:19:34,Saturday,Day,no risk,no risk,no risk
46,8f6cc82a-6c78-4fba-a2fc-d5be58332800,7bd5200c-5d19-44f0-9afe-8b339a05366b,2022-10-08 15:47:11.000,US,USD,CNY,MOBILE,400.46,400.46,6.69,7.142857,f024f4a2-cb65-4a26-8a06-15c7ba640cda,False,168.43.117.200,US,False,0.199,STANDARD,147,0.551,0,0.391,0,1,0.0,False,2860.42851422,2022-10-08,1900-01-01 15:47:11,Saturday,Day,no risk,no risk,no risk
47,3668fb94-6bb7-4523-8c80-0d54d4d21f28,7bd5200c-5d19-44f0-9afe-8b339a05366b,2022-10-08 16:11:22.000,US,USD,PHP,MOBILE,240.72,240.72,4.18,58.823529,52f1b397-175b-44a6-8967-3d129ac5722c,False,50.62.207.112,US,False,0.289,STANDARD,147,0.551,0,0.391,0,0,0.1,False,14159.99990088,2022-10-08,1900-01-01 16:11:22,Saturday,Day,no risk,no risk,no risk
48,791a4a5f-12b8-4514-9ed8-e033138933f1,7041b9c1-3719-4ca8-9a6b-811b47cea6c0,2022-10-08 22:50:04.000,UK,GBP,CAD,WEB,93.5,116.87,3.36,1.689189,e3f48a04-25b8-44f3-9991-3b808fb7c32f,False,163.204.46.222,UK,False,0.42,STANDARD,4,0.892,0,0.407,0,0,0.0,False,157.93917150000001,2022-10-08,1900-01-01 22:50:04,Saturday,Late Night,no risk,no risk,no risk
49,37acea94-2ecf-4cba-bf3a-a2b418a02300,402cccc9-28de-45b3-9af7-cc5302aa1f93,2022-10-09 08:57:10.000,US,USD,EUR,WEB,67.19,67.19,1.0,0.925926,16e4b1b1-a590-45cf-b154-6b8edbcf0dbd,False,71.133.231.78,CA,True,1.2,STANDARD,263,0.1,0,0.223,-1,0,0.0,False,62.21296794,2022-10-09,1900-01-01 08:57:10,Sunday,Day,no risk,high risk,no risk
50,5e82666b-f1ee-4e6d-81e1-44a5515cec16,d71c91b4-fee8-4104-9856-a5c6109a62e3,2022-10-09 12:35:28.000,US,USD,EUR,MOBILE,1071.92,1071.92,17.53,0.925926,620d99ab-a100-4622-8e08-756997cfe7ed,False,252.185.23.99,US,False,0.228,STANDARD,298,0.336,0,0.166,0,0,0.0,False,992.51859792,2022-10-09,1900-01-01 12:35:28,Sunday,Day,no risk,no risk,no risk
51,1b544fb7-8ba5-491c-9978-bce1e4b3733a,0bac0b84-4f9e-48e5-ae83-1d4ab38944ea,2022-10-09 13:13:09.000,CA,CAD,CNY,WEB,9997.3,7398.0,151.89,5.285714,a76a7704-7b4a-42fd-b86c-d01137fc44ec,False,170.210.141.100,CA,False,0.108,ENHANCED,63,0.853,0,0.13,0,0,0.0,False,52842.868572199994,2022-10-09,1900-01-01 13:13:09,Sunday,Day,no risk,no risk,no risk
52,5a93c511-6381-41f8-90bb-79002633e334,67c2c6b3-ef0a-4777-a3f1-c84a851bb6ad,2022-10-09 13:43:14.000,CA,CAD,USD,WEB,314.46,232.7,5.88,0.74,37c3f9d4-a89c-44fe-a45b-fa3500473e8c,False,63.178.168.159,CA,False,0.583,STANDARD,947,0.625,0,0.268,0,0,0.0,False,232.70039999999997,2022-10-09,1900-01-01 13:43:14,Sunday,Day,no risk,no risk,no risk
53,e5a47731-9cc7-4c2f-b17d-06bb3cab4af5,7041b9c1-3719-4ca8-9a6b-811b47cea6c0,2022-10-09 14:04:43.000,UK,GBP,GBP,MOBILE,925.39,1156.74,14.22,1.0,45f785dd-06af-4662-9d74-1916a57f0e4d,False,199.17.240.229,UK,False,0.267,STANDARD,4,0.892,0,0.407,0,0,0.0,False,925.39,2022-10-09,1900-01-01 14:04:43,Sunday,Day,no risk,no risk,no risk
54,513a7286-4258-43ae-ad46-e7e03ac32f70,7795eb78-a695-44b8-932b-0217a5085912,2022-10-09 18:22:26.000,CA,CAD,PHP,WEB,115.25,85.28,3.0,43.529412,c781533f-f681-4216-8fbe-dff57953d6dc,False,102.236.167.207,CA,False,0.468,LOW,615,0.515,0,0.355,0,0,0.0,False,5016.764733,2022-10-09,1900-01-01 18:22:26,Sunday,Evening,no risk,no risk,no risk
55,4662cb2d-21b2-4390-ba38-5a1eddebdc7c,402cccc9-28de-45b3-9af7-cc5302aa1f93,2022-10-09 20:21:25.000,US,USD,GBP,MOBILE,152.75,152.75,3.35,0.8,9f5cc9be-f9f0-4911-bdc4-d9e4c8a871fa,False,194.179.17.152,US,False,0.328,STANDARD,263,0.522,0,0.223,5,5,0.0,False,122.2,2022-10-09,1900-01-01 20:21:25,Sunday,Evening,no risk,no risk,no risk
56,9e65b86a-a961-4aa8-9600-32755b470863,f7531a78-8bbe-4a85-b1e8-a0650edddc72,2022-10-10 08:15:05.000,US,USD,USD,WEB,71.62,71.62,2.69,1.0,5d50d365-78a1-4c01-a838-9447ad15e0d1,False,229.68.186.85,US,False,0.129,STANDARD,1016,0.944,0,0.247,0,0,0.0,False,71.62,2022-10-10,1900-01-01 08:15:05,Monday,Day,no risk,no risk,high risk
57,811e840c-2653-4b76-a35f-3aa357dc6c2b,7bd5200c-5d19-44f0-9afe-8b339a05366b,2022-10-10 09:26:44.000,US,USD,NGN,MOBILE,509.65,509.65,9.13,1111.111111,cdedfc0f-2dec-47d5-a464-1bd8255aa493,False,67.186.34.7,US,False,0.504,STANDARD,147,0.551,0,0.391,0,0,0.25,False,566277.77772115,2022-10-10,1900-01-01 09:26:44,Monday,Day,no risk,no risk,no risk
58,c42328f0-a715-472d-b261-61edc7ae5dd0,d71c91b4-fee8-4104-9856-a5c6109a62e3,2022-10-10 12:06:38.000,US,USD,USD,MOBILE,190.42,190.42,1.0,1.0,bad152b7-36e0-4613-820d-bec469406d0c,False,102.188.190.205,US,False,1.2,STANDARD,298,0.1,0,0.166,-1,0,0.0,False,190.42,2022-10-10,1900-01-01 12:06:38,Monday,Day,no risk,high risk,no risk
59,68647c97-d250-415d-98a8-ee10cff1eebb,7041b9c1-3719-4ca8-9a6b-811b47cea6c0,2022-10-10 20:33:00.000,UK,GBP,CAD,ATM,111.18,138.97,2.66,1.689189,ac1e9c5c-dbff-431e-8d79-e5c90d1b9fff,True,138.106.43.124,UK,False,0.327,STANDARD,4,0.742,0,0.407,0,0,0.0,False,187.80403302000002,2022-10-10,1900-01-01 20:33:00,Monday,Evening,no risk,no risk,no risk
